Date,Iteration,Functor,inTuningPhase,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,computeInteractions[ns],remainderTraversal[ns],rebuildNeighborLists[ns],computeInteractionsTotal[ns],tuning[ns]
2026-01-30 16:56:20,0,LJFunctorAVX,false,pairwise,PseudoVerletLists,1.000000,psvl_c08,none,AoS,enabled,2685077,5017049,7615343,15319141,503351
2026-01-30 16:56:20,1,LJFunctorAVX,false,pairwise,PseudoVerletLists,1.000000,psvl_c08,none,AoS,enabled,1905821,609036,0,2516967,355220
2026-01-30 16:56:20,2,LJFunctorAVX,false,pairwise,PseudoVerletLists,1.000000,psvl_c08,none,AoS,enabled,1938785,592190,0,2531211,102871
2026-01-30 16:56:20,3,LJFunctorAVX,false,pairwise,PseudoVerletLists,1.000000,psvl_c08,none,AoS,enabled,1941991,593420,0,2535536,97173
2026-01-30 16:56:20,4,LJFunctorAVX,false,pairwise,PseudoVerletLists,1.000000,psvl_c08,none,AoS,enabled,1955679,588448,0,2545843,92255
2026-01-30 16:56:20,5,LJFunctorAVX,false,pairwise,PseudoVerletLists,1.000000,psvl_c08,none,AoS,enabled,1948454,591712,0,2540308,97666
2026-01-30 16:56:20,6,LJFunctorAVX,false,pairwise,PseudoVerletLists,1.000000,psvl_c08,none,AoS,enabled,1958394,604404,0,2562923,94741
2026-01-30 16:56:20,7,LJFunctorAVX,false,pairwise,PseudoVerletLists,1.000000,psvl_c08,none,AoS,enabled,1920133,591766,0,2512043,94583
2026-01-30 16:56:20,8,LJFunctorAVX,false,pairwise,PseudoVerletLists,1.000000,psvl_c08,none,AoS,enabled,1945973,588487,0,2534641,91961
2026-01-30 16:56:20,9,LJFunctorAVX,false,pairwise,PseudoVerletLists,1.000000,psvl_c08,none,AoS,enabled,1921099,594858,0,2516100,94193
2026-01-30 16:56:20,10,LJFunctorAVX,false,pairwise,PseudoVerletLists,1.000000,psvl_c08,none,AoS,enabled,1957456,590376,0,2548402,94543
2026-01-30 16:56:20,11,LJFunctorAVX,false,pairwise,PseudoVerletLists,1.000000,psvl_c08,none,AoS,enabled,1910994,598039,0,2509174,93892
2026-01-30 16:56:20,12,LJFunctorAVX,false,pairwise,PseudoVerletLists,1.000000,psvl_c08,none,AoS,enabled,1937583,589180,0,2526910,93232
2026-01-30 16:56:20,13,LJFunctorAVX,false,pairwise,PseudoVerletLists,1.000000,psvl_c08,none,AoS,enabled,1972759,587539,0,2561796,93093
2026-01-30 16:56:20,14,LJFunctorAVX,false,pairwise,PseudoVerletLists,1.000000,psvl_c08,none,AoS,enabled,1947297,589014,0,2536485,95279
2026-01-30 16:56:20,15,LJFunctorAVX,false,pairwise,PseudoVerletLists,1.000000,psvl_c08,none,AoS,enabled,1950232,591389,0,2541841,93468
2026-01-30 16:56:20,16,LJFunctorAVX,false,pairwise,PseudoVerletLists,1.000000,psvl_c08,none,AoS,enabled,1929499,596575,0,2526212,93672
2026-01-30 16:56:20,17,LJFunctorAVX,false,pairwise,PseudoVerletLists,1.000000,psvl_c08,none,AoS,enabled,1945858,593453,0,2541066,95970
2026-01-30 16:56:20,18,LJFunctorAVX,false,pairwise,PseudoVerletLists,1.000000,psvl_c08,none,AoS,enabled,1948894,590358,0,2540354,94181
2026-01-30 16:56:20,19,LJFunctorAVX,false,pairwise,PseudoVerletLists,1.000000,psvl_c08,none,AoS,enabled,1943352,586914,0,2530409,95055
2026-01-30 16:56:20,20,LJFunctorAVX,false,pairwise,PseudoVerletLists,1.000000,psvl_c08,none,AoS,enabled,1923881,589344,0,2514947,93642
