Date,Iteration,Functor,inTuningPhase,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,computeInteractions[ns],remainderTraversal[ns],rebuildNeighborLists[ns],computeInteractionsTotal[ns],tuning[ns]
2026-01-30 15:44:57,0,LJFunctorAVX,false,pairwise,VerletListsCells,1.000000,vlc_c08,none,AoS,enabled,2310778,2150136,5069195,9532216,698091
2026-01-30 15:44:57,1,LJFunctorAVX,false,pairwise,VerletListsCells,1.000000,vlc_c08,none,AoS,enabled,1007360,684922,0,1692956,397384
2026-01-30 15:44:57,2,LJFunctorAVX,false,pairwise,VerletListsCells,1.000000,vlc_c08,none,AoS,enabled,966949,629491,0,1596729,185855
2026-01-30 15:44:57,3,LJFunctorAVX,false,pairwise,VerletListsCells,1.000000,vlc_c08,none,AoS,enabled,579910,577845,0,1158206,175712
2026-01-30 15:44:57,4,LJFunctorAVX,false,pairwise,VerletListsCells,1.000000,vlc_c08,none,AoS,enabled,579684,593600,0,1173425,159705
2026-01-30 15:44:57,5,LJFunctorAVX,false,pairwise,VerletListsCells,1.000000,vlc_c08,none,AoS,enabled,586217,578038,0,1165406,166782
2026-01-30 15:44:57,6,LJFunctorAVX,false,pairwise,VerletListsCells,1.000000,vlc_c08,none,AoS,enabled,583601,595892,0,1180700,136837
2026-01-30 15:44:57,7,LJFunctorAVX,false,pairwise,VerletListsCells,1.000000,vlc_c08,none,AoS,enabled,589536,581646,0,1171335,131503
2026-01-30 15:44:57,8,LJFunctorAVX,false,pairwise,VerletListsCells,1.000000,vlc_c08,none,AoS,enabled,588727,578965,0,1168001,138782
2026-01-30 15:44:57,9,LJFunctorAVX,false,pairwise,VerletListsCells,1.000000,vlc_c08,none,AoS,enabled,584258,583621,0,1168249,136312
2026-01-30 15:44:57,10,LJFunctorAVX,false,pairwise,VerletListsCells,1.000000,vlc_c08,none,AoS,enabled,594593,582775,0,1178082,136463
2026-01-30 15:44:57,11,LJFunctorAVX,false,pairwise,VerletListsCells,1.000000,vlc_c08,none,AoS,enabled,582676,580114,0,1162924,136486
2026-01-30 15:44:57,12,LJFunctorAVX,false,pairwise,VerletListsCells,1.000000,vlc_c08,none,AoS,enabled,568760,595235,0,1165314,132400
2026-01-30 15:44:57,13,LJFunctorAVX,false,pairwise,VerletListsCells,1.000000,vlc_c08,none,AoS,enabled,584696,584326,0,1169158,138547
2026-01-30 15:44:57,14,LJFunctorAVX,false,pairwise,VerletListsCells,1.000000,vlc_c08,none,AoS,enabled,583776,597568,0,1181482,134044
2026-01-30 15:44:57,15,LJFunctorAVX,false,pairwise,VerletListsCells,1.000000,vlc_c08,none,AoS,enabled,587370,582518,0,1170034,129833
2026-01-30 15:44:57,16,LJFunctorAVX,false,pairwise,VerletListsCells,1.000000,vlc_c08,none,AoS,enabled,587423,589019,0,1176591,133272
2026-01-30 15:44:57,17,LJFunctorAVX,false,pairwise,VerletListsCells,1.000000,vlc_c08,none,AoS,enabled,579352,580766,0,1161699,127671
2026-01-30 15:44:57,18,LJFunctorAVX,false,pairwise,VerletListsCells,1.000000,vlc_c08,none,AoS,enabled,576126,581283,0,1157526,131841
2026-01-30 15:44:57,19,LJFunctorAVX,false,pairwise,VerletListsCells,1.000000,vlc_c08,none,AoS,enabled,606201,576496,0,1183168,139787
2026-01-30 15:44:57,20,LJFunctorAVX,false,pairwise,VerletListsCells,1.000000,vlc_c08,none,AoS,enabled,584178,581022,0,1165357,133869
2026-01-30 15:44:57,21,LJFunctorAVX,false,pairwise,VerletListsCells,1.000000,vlc_c08,none,AoS,enabled,594095,582807,0,1177034,130540
2026-01-30 15:44:57,22,LJFunctorAVX,false,pairwise,VerletListsCells,1.000000,vlc_c08,none,AoS,enabled,596726,578553,0,1175409,136086
2026-01-30 15:44:57,23,LJFunctorAVX,false,pairwise,VerletListsCells,1.000000,vlc_c08,none,AoS,enabled,585490,583770,0,1170890,131598
2026-01-30 15:44:57,24,LJFunctorAVX,false,pairwise,VerletListsCells,1.000000,vlc_c08,none,AoS,enabled,592070,579148,0,1171674,137429
2026-01-30 15:44:57,25,LJFunctorAVX,false,pairwise,VerletListsCells,1.000000,vlc_c08,none,AoS,enabled,595138,579362,0,1174613,133001
